Sewershed,State/Territory,County,UpdateDTS,DateDT,StatusDT
ID:307,Florida,Leon,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:308,Florida,Miami-Dade,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:309,Florida,Miami-Dade,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:312,Florida,Orange,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:313,Florida,Orange,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:314,Florida,Orange,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:315,Florida,Orange,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:316,Florida,"Martin, Palm Beach",2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:318,Florida,Pinellas,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:320,Florida,Pinellas,2024-12-03T01:23:41.079394Z,10/19/2024,No Data
ID:322,Florida,Sarasota,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:324,Florida,"Orange, Seminole",2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:326,Georgia,Fulton,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:336,Georgia,Fulton,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:337,Georgia,Fulton,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:338,Georgia,Fulton,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:339,Georgia,Fulton,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:340,Georgia,Fulton,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:341,Georgia,Fulton,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:346,Georgia,"Muscogee, Chattahoochee",2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:357,Hawaii,Hawaii,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:358,Hawaii,Honolulu,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:359,Hawaii,Honolulu,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:360,Hawaii,Honolulu,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:361,Hawaii,Honolulu,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:367,Hawaii,Maui,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:368,Hawaii,Maui,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:369,Hawaii,Maui,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:372,Idaho,Ada,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:374,Idaho,Ada,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:386,Idaho,Kootenai,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:4,Alabama,Jefferson,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:438,Illinois,Du Page,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:441,Illinois,Du Page,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:5,Alabama,Jefferson,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:505,Indiana,Clark,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:506,Indiana,Clark,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:510,Indiana,Hamilton,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:523,Indiana,Monroe,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:529,Indiana,St Joseph,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:533,Iowa,Clinton,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:535,Iowa,Johnson,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:536,Iowa,Johnson,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:539,Iowa,Marshall,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:540,Iowa,Muscatine,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:543,Iowa,"Dakota, Woodbury, Union",2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:545,Kansas,Douglas,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:552,Kansas,Saline,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:553,Kansas,Shawnee,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:554,Kansas,Shawnee,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:555,Kansas,Wyandotte,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:556,Kansas,Wyandotte,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:557,Kansas,Wyandotte,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:568,Kentucky,Jefferson,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:6,Alabama,Jefferson,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:617,Louisiana,Jefferson,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:624,Louisiana,Lafayette,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:628,Louisiana,Lafayette,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:629,Louisiana,Lafayette,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:631,Louisiana,Lafayette,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:639,Louisiana,Orleans,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:655,Louisiana,Orleans,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:679,Louisiana,Saint Tammany,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:68,Arkansas,Benton,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:69,Arkansas,Boone,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:694,Maine,Androscoggin,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:698,Maine,Aroostook,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:7,Alabama,Jefferson,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:70,Arkansas,Garland,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:700,Maine,Cumberland,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:702,Maine,Cumberland,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:703,Maine,Cumberland,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:708,Maine,Knox,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:709,Maine,Lincoln,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:71,Arkansas,Greene,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:710,Maine,Oxford,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:712,Maine,Penobscot,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:713,Maine,Penobscot,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:714,Maine,Piscataquis,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:716,Maine,Sagadahoc,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:722,Maine,York,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:724,Maine,York,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:726,Maryland,Anne Arundel,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:727,Maryland,Anne Arundel,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:728,Maryland,Anne Arundel,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:729,Maryland,Anne Arundel,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:730,Maryland,Anne Arundel,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:731,Maryland,Anne Arundel,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:732,Maryland,Anne Arundel,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:734,Maryland,Garrett,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:736,Maryland,Saint Marys,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:737,Maryland,Washington,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:740,Massachusetts,Hampden,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:741,Massachusetts,Middlesex,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:742,Massachusetts,"Suffolk, Middlesex, Plymouth, Worcester, Norfolk",2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:757,Massachusetts,Worcester,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:760,Massachusetts,Worcester,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:798,Michigan,Grand Traverse,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:8,Alabama,Jefferson,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:80,Arkansas,Pulaski,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:81,Arkansas,Pulaski,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:83,Arkansas,Pulaski,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:833,Michigan,Isabella,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:84,Arkansas,Pulaski,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:845,Michigan,Jackson,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:886,Michigan,Kent,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:895,Michigan,Macomb,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:9,Alabama,Lee,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:92,California,Alameda,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:954,Michigan,Washtenaw,2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:993,Minnesota,"Blue Earth, Nicollet",2024-12-03T01:23:41.079394Z,10/19/2024,-
ID:140,California,Sacramento,2024-12-03T01:25:47.184313Z,11/23/2024,+
ID:188,California,Stanislaus,2024-12-03T01:25:47.184313Z,11/23/2024,+
ID:148,California,"San Francisco, San Mateo",2024-12-03T01:25:47.184313Z,11/23/2024,+
ID:170,California,San Mateo,2024-12-03T01:25:47.184313Z,11/23/2024,+
ID:114,California,Los Angeles,2024-12-03T01:25:47.184313Z,11/23/2024,+
ID:166,California,San Luis Obispo,2024-12-03T01:25:47.184313Z,11/23/2024,+
ID:173,California,Santa Clara,2024-12-03T01:25:47.184313Z,11/23/2024,+
ID:175,California,Santa Clara,2024-12-03T01:25:47.184313Z,11/23/2024,+
ID:176,California,Santa Clara,2024-12-03T01:25:47.184313Z,11/23/2024,+
ID:180,California,"Santa Cruz, Monterey",2024-12-03T01:25:47.184313Z,11/23/2024,+
ID:179,California,Santa Cruz,2024-12-03T01:25:47.184313Z,11/23/2024,+
ID:143,California,San Bernardino,2024-12-03T01:25:47.184313Z,11/23/2024,+
ID:147,California,"San Francisco, San Mateo",2024-12-03T01:25:47.184313Z,11/23/2024,+
ID:162,California,San Luis Obispo,2024-12-03T01:25:47.184313Z,11/23/2024,+
ID:169,California,San Mateo,2024-12-03T01:25:47.184313Z,11/23/2024,+
ID:177,California,Santa Cruz,2024-12-03T01:25:47.184313Z,11/23/2024,+
ID:184,California,Sonoma,2024-12-03T01:25:47.184313Z,11/23/2024,+
ID:99,California,Contra Costa,2024-12-03T01:25:47.184313Z,11/23/2024,+
ID:160,California,San Luis Obispo,2024-12-03T01:25:47.184313Z,11/23/2024,+
ID:161,California,San Luis Obispo,2024-12-03T01:25:47.184313Z,11/23/2024,+
ID:190,California,Ventura,2024-12-03T01:25:47.184313Z,11/23/2024,+
ID:97,California,Contra Costa,2024-12-03T01:25:47.184313Z,11/23/2024,+
ID:101,California,El Dorado,2024-12-03T01:25:47.184313Z,11/23/2024,+
ID:112,California,Los Angeles,2024-12-03T01:25:47.184313Z,11/23/2024,+
ID:113,California,Los Angeles,2024-12-03T01:25:47.184313Z,11/23/2024,+
ID:115,California,"Ventura, Los Angeles",2024-12-03T01:25:47.184313Z,11/23/2024,+
ID:120,California,Marin,2024-12-03T01:25:47.184313Z,11/23/2024,+
ID:126,California,Mono,2024-12-03T01:25:47.184313Z,11/23/2024,+
ID:128,California,Monterey,2024-12-03T01:25:47.184313Z,11/23/2024,+
ID:130,California,Napa,2024-12-03T01:25:47.184313Z,11/23/2024,+
ID:138,California,Riverside,2024-12-03T01:25:47.184313Z,11/23/2024,+
ID:139,California,Riverside,2024-12-03T01:25:47.184313Z,11/23/2024,+
ID:141,California,San Benito,2024-12-03T01:25:47.184313Z,11/23/2024,+
ID:145,California,San Diego,2024-12-03T01:25:47.184313Z,11/23/2024,+
ID:155,California,San Joaquin,2024-12-03T01:25:47.184313Z,11/23/2024,+
ID:157,California,San Joaquin,2024-12-03T01:25:47.184313Z,11/23/2024,+
ID:164,California,San Luis Obispo,2024-12-03T01:25:47.184313Z,11/23/2024,+
ID:171,California,Santa Barbara,2024-12-03T01:25:47.184313Z,11/23/2024,+
ID:181,California,Santa Cruz,2024-12-03T01:25:47.184313Z,11/23/2024,+
ID:183,California,Solano,2024-12-03T01:25:47.184313Z,11/23/2024,+
ID:2347,California,Santa Barbara,2024-12-03T01:25:47.184313Z,11/23/2024,+
ID:127,California,Monterey,2024-12-03T01:25:47.184313Z,11/23/2024,+
ID:187,California,Stanislaus,2024-12-03T01:25:47.184313Z,11/23/2024,+
ID:2199,California,Nevada,2024-12-03T01:25:47.184313Z,11/23/2024,+
ID:1179,Nevada,Clark,2024-12-03T01:25:47.184313Z,11/23/2024,+
ID:118,California,Marin,2024-12-03T01:25:47.184313Z,11/23/2024,+
ID:121,California,Marin,2024-12-03T01:25:47.184313Z,11/23/2024,+
ID:193,California,Yolo,2024-12-03T01:25:47.184313Z,11/23/2024,+
ID:2380,California,Shasta,2024-12-03T01:25:47.184313Z,11/23/2024,+
ID:319,Florida,Pinellas,2024-12-03T01:25:47.184313Z,11/23/2024,+
ID:125,California,Merced,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:168,California,San Mateo,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:174,California,Santa Clara,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:178,California,Santa Cruz,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:93,California,Alameda,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:362,Hawaii,Honolulu,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:541,Iowa,Wapello,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:373,Idaho,Ada,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1003,Minnesota,Goodhue,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1017,Minnesota,Olmsted,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1028,Minnesota,"Sherburne, Benton, Stearns",2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1033,Mississippi,Jackson,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1034,Mississippi,Jackson,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1081,Missouri,Jefferson,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1162,Nebraska,Lancaster,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1164,Nebraska,Lancaster,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1183,New Hampshire,"Cumberland, Oxford, Belknap, Carroll",2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1196,New Hampshire,Strafford,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1198,New Hampshire,Sullivan,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1204,New Jersey,Cumberland,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1206,New Jersey,"Essex, Hudson, Passaic, Union, Bergen",2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1215,New Jersey,Monmouth,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1216,New Jersey,Monmouth,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1217,New Jersey,Monmouth,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:122,California,Marin,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1222,New Jersey,Somerset,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1226,New Mexico,Bernalillo,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1243,New Mexico,Santa Fe,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:13,Alaska,Anchorage,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1378,New York,Oswego,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:14,Alaska,Anchorage,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1431,New York,Tompkins,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1460,North Carolina,"Pender, Duplin",2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1463,North Carolina,Forsyth,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1473,North Carolina,Lenoir,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1490,North Carolina,Rowan,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1491,North Carolina,Rowan,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1495,North Carolina,"Swain, Jackson",2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:15,Alaska,Juneau,2024-12-03T01:25:47.184313Z,11/23/2024,No Data
ID:1504,North Carolina,Watauga,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1505,North Carolina,Wilson,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:16,Alaska,Juneau,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1622,Ohio,Mahoning,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1678,Ohio,"Portage, Summit",2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1701,Oklahoma,Garfield,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1767,Pennsylvania,"Northampton, Bucks",2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1768,Pennsylvania,Butler,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1775,Pennsylvania,Dauphin,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1777,Pennsylvania,Delaware,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1790,Pennsylvania,Montgomery,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1792,Pennsylvania,Montgomery,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1804,Rhode Island,Bristol,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1805,Rhode Island,Bristol,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1807,Rhode Island,Kent,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1816,South Carolina,Georgetown,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1819,South Carolina,Greenwood,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1820,South Carolina,Greenwood,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1821,South Carolina,Horry,2024-12-03T01:25:47.184313Z,11/23/2024,No Data
ID:1829,South Dakota,Beadle,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1832,South Dakota,Yankton,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1837,Tennessee,"Catoosa, Walker, Dade, Hamilton",2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1838,Tennessee,Shelby,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1843,Texas,Andrews,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1847,Texas,Cooke,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1848,Texas,Dallas,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1849,Texas,Dallas,2024-12-03T01:25:47.184313Z,11/23/2024,No Data
ID:1850,Texas,Dallas,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1851,Texas,Dallas,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1852,Texas,Dallas,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1853,Texas,Dallas,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1854,Texas,Dallas,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1855,Texas,Dallas,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1856,Texas,Dallas,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1857,Texas,Dallas,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1858,Texas,Dallas,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1859,Texas,"Kaufman, Collin, Dallas",2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1866,Texas,Galveston,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1867,Texas,Galveston,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1868,Texas,Galveston,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1906,Texas,Mclennan,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1908,Texas,Montgomery,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1909,Texas,Montgomery,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1911,Texas,"Randall, Potter",2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1912,Texas,"Randall, Potter",2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1913,Texas,Tarrant,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1914,Texas,Travis,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1915,Texas,Travis,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1917,Texas,Webb,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1919,Texas,Webb,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1921,Texas,Webb,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1922,Texas,Wichita,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1935,Utah,Salt Lake,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:194,California,Yolo,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:195,Colorado,"Arapahoe, Adams",2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1950,Utah,Utah,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1965,Vermont,Chittenden,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1966,Vermont,Chittenden,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1975,Vermont,Washington,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1976,Vermont,Windsor,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1978,Virginia,Alleghany,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:198,Colorado,Jefferson,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1987,Virginia,"Frederick, Winchester City",2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:199,Colorado,Denver,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:1993,Virginia,"Martinsville City, Henry",2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:2,Alabama,Colbert,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:2005,Virginia,Stafford,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:2006,Virginia,Stafford,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:201,Colorado,Alamosa,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:2025,Virginia,Petersburg City,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:203,Colorado,Arapahoe,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:205,Colorado,Boulder,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:2061,Washington,Snohomish,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:2087,West Virginia,Ohio,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:2108,Wisconsin,"Kewaunee, Brown",2024-12-03T01:25:47.184313Z,11/23/2024,No Data
ID:2113,Wisconsin,Dane,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:2119,Wisconsin,Dane,2024-12-03T01:25:47.184313Z,11/23/2024,No Data
ID:2122,Wisconsin,Douglas,2024-12-03T01:25:47.184313Z,11/23/2024,No Data
ID:2124,Wisconsin,"Chippewa, Eau Claire",2024-12-03T01:25:47.184313Z,11/23/2024,No Data
ID:2125,Wisconsin,Fond Du Lac,2024-12-03T01:25:47.184313Z,11/23/2024,No Data
ID:2129,Wisconsin,Jackson,2024-12-03T01:25:47.184313Z,11/23/2024,No Data
ID:213,Colorado,Douglas,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:2132,Wisconsin,Kenosha,2024-12-03T01:25:47.184313Z,11/23/2024,No Data
ID:2133,Wisconsin,La Crosse,2024-12-03T01:25:47.184313Z,11/23/2024,No Data
ID:2138,Wisconsin,Marathon,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:214,Colorado,Douglas,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:2140,Wisconsin,Marinette,2024-12-03T01:25:47.184313Z,11/23/2024,No Data
ID:2141,Wisconsin,"Milwaukee, Ozaukee",2024-12-03T01:25:47.184313Z,11/23/2024,No Data
ID:2142,Wisconsin,"Milwaukee, Ozaukee, Racine, Waukesha, Washington",2024-12-03T01:25:47.184313Z,11/23/2024,No Data
ID:215,Colorado,Douglas,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:2156,Wisconsin,Rock,2024-12-03T01:25:47.184313Z,11/23/2024,No Data
ID:2157,Wisconsin,Saint Croix,2024-12-03T01:25:47.184313Z,11/23/2024,No Data
ID:2162,Wisconsin,Sheboygan,2024-12-03T01:25:47.184313Z,11/23/2024,No Data
ID:2164,Wisconsin,Vernon,2024-12-03T01:25:47.184313Z,11/23/2024,No Data
ID:2167,Wisconsin,Walworth,2024-12-03T01:25:47.184313Z,11/23/2024,No Data
ID:2174,Wisconsin,Waupaca,2024-12-03T01:25:47.184313Z,11/23/2024,No Data
ID:2177,Wisconsin,Winnebago,2024-12-03T01:25:47.184313Z,11/23/2024,No Data
ID:2178,Wisconsin,"Marathon, Wood",2024-12-03T01:25:47.184313Z,11/23/2024,No Data
ID:2182,Wyoming,Sheridan,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:2184,Wyoming,Teton,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:223,Colorado,El Paso,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:2232,Rhode Island,Washington,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:224,Colorado,El Paso,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:2274,Texas,Anderson,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:2275,Texas,Hardin,2024-12-03T01:25:47.184313Z,11/23/2024,No Data
ID:2276,Texas,Hays,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:2277,Texas,Hidalgo,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:2278,Texas,Jefferson,2024-12-03T01:25:47.184313Z,11/23/2024,No Data
ID:2280,Texas,Nueces,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:2281,Texas,Taylor,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:2287,Idaho,Latah,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:229,Colorado,Garfield,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:2298,Texas,Victoria,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:232,Colorado,La Plata,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:2325,Texas,Henderson,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:2339,Rhode Island,"Worcester, Providence, Norfolk",2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:2340,Alaska,Fairbanks North Star,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:2346,California,El Dorado,2024-12-03T01:25:47.184313Z,11/23/2024,-
ID:2348,California,Placer,2024-12-03T01:25:47.184313Z,11/23/2024,No Data
